year;unit_id;unit_name;admin_parent;unit_type;total_boundary_km;coast_pct;river_pct;lake_pct;watershed_flowing_pct;watershed_endo_pct;wetland_pct;unexplained_physical_pct;match_2021_pct;match_mo_pct;admin_memory_pct;rail_pct;geometric_candidate_pct;dominant_physical_origin;dominant_physical_label
1926;adm_1926_97;Полтавский;Омский округ;район;313.012;0.0;0.0;3.19;47.92;0.0;0.0;48.89;32.66;57.42;58.7;0.0;3.2;unexplained_physical;не объяснено природными рубежами
1926;adm_1926_98;Ордынский;Новосибирский округ;район;213.167;0.0;37.53;9.38;48.4;0.0;0.0;4.69;28.86;73.48;73.48;0.0;4.69;watershed_flowing;водораздел сточных бассейнов
1926;adm_1926_99;Таврический;Омский округ;район;108.276;0.0;18.46;0.0;53.84;0.0;0.0;27.7;37.1;76.95;76.95;15.09;0.0;watershed_flowing;водораздел сточных бассейнов
1926;urban_1926_1;Барабинск;Барабинский округ;центр округа;18.268;0.0;0.0;0.0;0.0;0.0;100.0;0.0;40.0;80.0;80.0;40.0;0.0;wetland;болото / заболоченный массив
1926;urban_1926_2;Барнаул;Барнаульский округ;центр округа;18.298;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;40.0;0.0;river;река
1926;urban_1926_3;Бийск;Бийский округ;центр округа;17.411;0.0;100.0;0.0;0.0;0.0;0.0;0.0;80.0;80.0;80.0;20.0;0.0;river;река
1926;urban_1926_4;Ишим;Ишимский округ;центр округа;18.258;0.0;100.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;100.0;60.0;0.0;river;река
1926;urban_1926_6;Камень-на-Оби;Каменский округ;центр округа;18.291;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;40.0;0.0;river;река
1926;urban_1926_7;Кузнецк / Сталинск / Новокузнецк;Кузнецкий округ;центр округа;15.933;0.0;37.24;0.0;0.0;0.0;0.0;62.76;33.3;100.0;100.0;79.1;0.0;unexplained_physical;не объяснено природными рубежами
1926;urban_1926_10;Ново-Николаевск / Новосибирск;Новосибирский округ;центр округа;18.06;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;60.0;0.0;river;река
1926;urban_1926_11;Омск;Омский округ;центр округа;15.387;0.0;100.0;0.0;0.0;0.0;0.0;0.0;40.0;100.0;100.0;0.0;0.0;river;река
1926;urban_1926_12;Славгород;Славгородский округ;центр округа;18.306;0.0;0.0;0.0;0.0;0.0;0.0;100.0;20.0;0.0;20.0;40.0;0.0;unexplained_physical;не объяснено природными рубежами
1926;urban_1926_14;Тара;Тарский округ;центр округа;17.971;0.0;100.0;0.0;0.0;0.0;0.0;0.0;60.0;100.0;100.0;0.0;0.0;river;река
1926;urban_1926_16;Тобольск;Тобольский округ;центр округа;18.239;0.0;100.0;0.0;0.0;0.0;0.0;0.0;80.0;100.0;100.0;0.0;0.0;river;река
1926;urban_1926_17;Томск;Томский округ;центр округа;18.254;0.0;100.0;0.0;0.0;0.0;0.0;0.0;80.0;100.0;100.0;60.0;0.0;river;река
1926;urban_1926_19;Тюмень;Тюменский округ;центр округа;18.248;0.0;100.0;0.0;0.0;0.0;0.0;0.0;20.0;100.0;100.0;40.0;0.0;river;река
1930;adm_1930_1;Безымянный район №1 (Тобольский округ);Тобольский округ;район;2354.254;0.0;22.51;0.0;56.25;0.0;14.02;7.22;12.25;4.01;13.39;0.2;5.95;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_2;Безымянный район №2 (Тобольский округ);Тобольский округ;район;2040.581;0.0;8.33;0.0;81.38;0.0;6.86;3.43;38.85;3.95;42.37;0.2;1.96;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_3;Безымянный район №3 (Тобольский округ);Тобольский округ;район;8446.942;69.22;6.51;0.0;17.28;0.0;5.09;1.89;80.15;1.93;80.34;0.14;0.47;coastline;береговая линия
1930;adm_1930_4;Безымянный район №1 (Ойратская АО);Ойратская АО;район;789.236;0.0;12.67;0.0;58.2;24.06;0.0;5.07;79.2;84.06;85.31;0.0;1.27;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_5;Безымянный район №2 (Ойратская АО);Ойратская АО;район;733.081;0.0;12.27;0.0;70.0;0.0;0.0;17.73;65.4;75.39;77.33;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_6;Безымянный район №3 (Ойратская АО);Ойратская АО;район;467.894;0.0;4.27;0.0;40.18;0.0;0.0;55.55;43.8;64.56;64.56;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_7;Безымянный район №4 (Ойратская АО);Ойратская АО;район;569.867;0.0;21.06;0.0;64.91;0.0;0.0;14.04;72.64;73.65;78.07;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_8;Безымянный район №1 (Рубцовский округ);Рубцовский округ;район;275.977;0.0;14.49;0.0;28.99;0.0;0.0;56.52;60.54;88.43;88.43;5.47;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_9;Безымянный район №2 (Рубцовский округ);Рубцовский округ;район;327.206;0.0;15.28;0.0;44.99;0.0;0.0;39.73;50.53;79.37;80.64;1.36;3.06;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_10;Безымянный район №5 (Ойратская АО);Ойратская АО;район;753.593;0.0;6.63;3.98;85.41;0.0;0.0;3.98;76.53;74.56;77.19;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_11;Безымянный район №3 (Рубцовский округ);Рубцовский округ;район;297.247;0.0;12.54;0.0;63.91;0.0;0.0;23.55;27.04;61.49;61.49;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_12;Безымянный район №1 (Бийский округ);Бийский округ;район;474.425;0.0;2.11;0.0;68.39;0.0;0.0;29.51;64.45;55.62;65.44;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_13;Безымянный район №6 (Ойратская АО);Ойратская АО;район;292.878;0.0;34.14;0.0;23.9;0.0;0.0;41.96;65.31;75.96;75.96;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_14;Безымянный район №4 (Рубцовский округ);Рубцовский округ;район;279.643;0.0;10.6;0.0;46.49;0.0;0.0;42.91;49.16;80.2;80.2;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_15;Безымянный район №7 (Ойратская АО);Ойратская АО;район;382.146;0.0;31.96;0.0;41.87;0.0;0.0;26.17;65.79;86.49;86.49;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_16;Безымянный район №2 (Бийский округ);Бийский округ;район;395.872;0.0;10.1;0.0;74.75;0.0;0.0;15.15;45.98;68.4;72.99;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_17;Безымянный район №5 (Рубцовский округ);Рубцовский округ;район;255.573;0.0;50.85;0.0;31.3;0.0;0.0;17.85;44.79;81.1;81.1;0.0;7.82;river;река
1930;adm_1930_18;Безымянный район №8 (Ойратская АО);Ойратская АО;район;217.062;0.0;27.09;0.0;9.19;0.0;0.0;63.73;80.44;96.07;96.07;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_19;Безымянный район №3 (Бийский округ);Бийский округ;район;260.003;0.0;0.0;0.0;46.13;0.0;0.0;53.87;40.9;81.03;82.84;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_20;Безымянный район №9 (Ойратская АО);Ойратская АО;район;272.511;0.0;0.0;0.0;41.29;0.0;0.0;58.71;53.31;76.42;81.11;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_21;Безымянный район №6 (Рубцовский округ);Рубцовский округ;район;646.119;0.0;4.64;0.0;27.26;0.0;0.0;68.1;59.79;76.32;76.32;2.63;1.55;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_22;Безымянный район №1 (Славгородский округ);Славгородский округ;район;322.165;0.0;0.0;0.0;15.52;0.0;0.0;84.48;62.76;72.16;72.16;1.32;6.21;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_23;Безымянный район №4 (Бийский округ);Бийский округ;район;369.885;0.0;27.03;0.0;32.44;0.0;0.0;40.53;65.8;81.27;82.5;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_24;Безымянный район №7 (Рубцовский округ);Рубцовский округ;район;213.138;0.0;23.46;0.0;60.99;0.0;0.0;15.55;51.43;80.59;80.59;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_25;Безымянный район №8 (Рубцовский округ);Рубцовский округ;район;313.859;0.0;22.29;0.0;52.22;0.0;0.0;25.49;57.75;83.99;83.99;2.13;6.37;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_26;Безымянный район №2 (Славгородский округ);Славгородский округ;район;313.368;0.0;0.0;0.0;38.29;0.0;0.0;61.71;68.29;79.62;79.62;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_27;Безымянный район №5 (Бийский округ);Бийский округ;район;234.863;0.0;23.37;0.0;55.35;0.0;0.0;21.29;50.48;90.82;90.82;0.0;4.26;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_28;Безымянный район №6 (Бийский округ);Бийский округ;район;255.804;0.0;27.34;0.0;43.0;0.0;0.0;29.65;64.0;83.18;84.96;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_29;Безымянный район №9 (Рубцовский округ);Рубцовский округ;район;231.059;0.0;21.64;0.0;43.74;0.0;0.0;34.62;62.62;77.98;77.98;1.8;8.66;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_30;Безымянный район №7 (Бийский округ);Бийский округ;район;241.078;0.0;29.04;0.0;20.74;0.0;0.0;50.23;20.08;75.95;75.95;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_31;Безымянный район №8 (Бийский округ);Бийский округ;район;324.957;0.0;44.65;0.0;12.26;0.0;0.0;43.08;42.85;66.99;66.99;0.0;0.0;river;река
1930;adm_1930_32;Безымянный район №9 (Бийский округ);Бийский округ;район;285.974;0.0;13.97;0.0;68.54;0.0;0.0;17.48;55.38;97.73;97.73;0.0;3.5;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_33;Безымянный район №10 (Ойратская АО);Ойратская АО;район;681.775;0.0;20.53;4.4;46.94;0.0;0.0;28.13;52.34;72.92;72.92;0.0;7.33;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_34;Безымянный район №3 (Славгородский округ);Славгородский округ;район;327.449;0.0;0.0;0.0;58.02;5.33;6.11;30.54;73.93;92.83;94.29;13.85;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_35;Безымянный район №4 (Славгородский округ);Славгородский округ;район;327.457;0.0;0.0;6.11;41.98;15.27;0.0;36.64;67.01;85.48;87.76;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_36;Мамонтовский;Барнаульский округ;район;312.486;0.0;19.2;0.0;23.2;35.2;0.0;22.4;41.86;79.67;79.67;0.0;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_37;Алейский;Барнаульский округ;район;301.219;0.0;13.25;0.0;43.59;0.0;0.0;43.16;80.41;91.43;91.43;2.44;13.28;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_38;Чистюнский;Барнаульский округ;район;273.088;0.0;25.63;0.0;69.57;0.0;0.0;4.8;57.18;86.38;86.38;1.57;4.8;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_39;Безымянный район №10 (Бийский округ);Бийский округ;район;363.751;0.0;38.02;0.0;50.98;0.0;0.0;11.0;65.12;95.2;95.2;3.19;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_40;Завьяловский;Каменский округ;район;338.201;0.0;11.3;0.0;5.91;53.22;0.0;29.57;58.79;85.17;85.17;2.3;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_41;Безымянный район №5 (Славгородский округ);Славгородский округ;район;315.143;0.0;11.16;15.87;25.38;25.38;0.0;22.21;63.15;70.98;77.43;3.99;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_42;Безымянный район №11 (Бийский округ);Бийский округ;район;325.35;0.0;9.22;0.0;39.96;0.0;0.0;50.82;40.7;59.87;59.87;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_43;Безымянный район №6 (Славгородский округ);Славгородский округ;район;369.87;0.0;0.0;8.11;46.39;0.0;0.0;45.5;52.14;68.16;73.79;11.91;16.22;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_44;Безымянный район №12 (Бийский округ);Бийский округ;район;429.767;0.0;30.23;0.0;44.21;0.0;0.0;25.57;54.12;80.94;82.03;1.87;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_45;Ребрихинский;Барнаульский округ;район;215.815;0.0;0.0;0.0;50.97;0.0;0.0;49.03;63.88;91.52;91.52;4.25;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_46;Безымянный район №13 (Бийский округ);Бийский округ;район;260.329;0.0;15.37;0.0;38.55;0.0;0.0;46.09;37.77;75.38;75.38;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_47;Куликовский;Каменский округ;район;213.211;0.0;9.38;0.0;0.0;76.55;0.0;14.07;27.33;78.46;78.46;2.23;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_48;Безымянный район №7 (Славгородский округ);Славгородский округ;район;283.378;0.0;3.53;17.64;10.59;40.01;0.0;28.23;35.48;63.63;63.63;0.0;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_49;Шадринский (Барнаульский);Барнаульский округ;район;442.136;0.0;38.95;0.0;27.13;0.0;2.26;31.66;59.86;76.51;77.42;5.05;6.78;river;река
1930;adm_1930_50;Безымянный район №8 (Славгородский округ);Славгородский округ;район;190.141;0.0;0.0;0.0;36.81;0.0;0.0;63.19;59.0;85.57;85.57;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_51;Тюменцевский;Каменский округ;район;188.396;0.0;15.92;0.0;0.0;52.23;0.0;31.85;48.23;70.08;73.54;0.0;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_52;Павловский;Барнаульский округ;район;300.692;0.0;33.26;0.0;40.14;0.0;6.65;19.95;57.69;82.13;82.13;4.14;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_53;Баевский;Каменский округ;район;292.015;0.0;20.54;0.0;0.0;62.35;0.0;17.11;82.4;83.4;86.05;0.0;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_54;Косихинский;Барнаульский округ;район;220.445;0.0;0.0;0.0;63.71;0.0;0.0;36.29;61.34;77.74;79.79;13.11;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_55;Безымянный район №9 (Славгородский округ);Славгородский округ;район;295.648;0.0;3.38;6.76;47.35;0.0;0.0;42.5;46.19;77.58;78.71;2.67;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_56;Кипринский;Каменский округ;район;165.955;0.0;24.09;0.0;0.0;30.13;33.73;12.05;59.92;84.71;84.71;0.0;0.0;wetland;болото / заболоченный массив
1930;adm_1930_57;Безымянный район №10 (Славгородский округ);Славгородский округ;район;265.995;0.0;7.52;0.0;0.0;18.8;0.0;73.68;60.02;86.03;89.27;4.69;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_58;Верхне-Чумышский;Барнаульский округ;район;237.367;0.0;12.64;0.0;46.34;0.0;0.0;41.02;58.39;71.41;74.22;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_59;Белоярский;Барнаульский округ;район;392.987;0.0;25.44;0.0;55.97;0.0;0.0;18.58;40.91;68.1;68.1;6.68;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_60;Каменский;Каменский округ;район;339.752;0.0;14.21;0.0;23.48;14.72;0.0;47.59;81.02;87.84;91.68;3.37;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_61;Безымянный район №14 (Бийский округ);Бийский округ;район;455.056;0.0;13.19;0.0;67.04;0.0;0.0;19.77;42.22;54.49;57.42;2.64;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_62;Сузунский;Каменский округ;район;317.523;0.0;15.75;0.0;18.12;0.0;12.6;53.53;51.07;87.58;87.58;3.93;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_63;Панкрушихинский;Каменский округ;район;289.783;0.0;3.45;0.0;0.0;31.06;0.0;65.49;72.76;76.56;78.11;5.44;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_64;Безымянный район №11 (Славгородский округ);Славгородский округ;район;333.084;0.0;0.0;0.0;39.03;15.01;0.0;45.96;52.77;64.79;64.79;5.98;12.01;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_65;Тальменский;Барнаульский округ;район;353.046;0.0;11.33;0.0;63.18;0.0;0.0;25.49;46.37;76.88;76.88;2.48;11.33;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_66;Чумышский;Барнаульский округ;район;333.054;0.0;6.01;0.0;60.04;0.0;0.0;33.95;57.64;62.62;63.95;6.03;9.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_67;Петропавловский;Каменский округ;район;192.349;0.0;15.6;0.0;0.0;16.83;0.0;67.58;31.56;59.78;67.16;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_68;Безымянный район №12 (Славгородский округ);Славгородский округ;район;259.718;0.0;3.85;0.0;0.0;22.99;11.55;61.6;33.72;85.8;85.8;3.7;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_69;Безымянный район №1 (Кузнецкий округ);Кузнецкий округ;район;356.355;0.0;19.64;0.0;66.33;0.0;0.0;14.03;62.66;31.11;62.66;6.31;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_70;Крутихинский;Каменский округ;район;236.005;0.0;12.7;0.0;21.18;0.0;0.0;66.12;90.43;94.16;94.16;0.0;6.8;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_71;Безымянный район №13 (Славгородский округ);Славгородский округ;район;422.021;0.0;0.0;0.0;47.39;12.33;4.74;35.54;25.68;69.88;69.88;5.11;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_72;Залесовский;Барнаульский округ;район;239.652;0.0;0.0;0.0;54.14;0.0;0.0;45.86;42.56;48.68;52.26;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_73;Безымянный район №2 (Кузнецкий округ);Кузнецкий округ;район;1063.535;0.0;6.58;0.0;80.26;0.0;0.0;13.16;52.4;57.62;63.54;1.95;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_74;Безымянный район №1 (Новосибирский округ);Новосибирский округ;район;194.595;0.0;0.0;0.0;0.0;0.0;0.0;100.0;60.0;92.5;92.5;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_75;Безымянный район №3 (Кузнецкий округ);Кузнецкий округ;район;301.822;0.0;9.94;0.0;39.72;0.0;0.0;50.34;48.12;27.18;48.12;7.83;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_76;Спиринский;Каменский округ;район;269.615;0.0;22.11;0.0;18.54;0.0;0.0;59.34;59.13;85.74;85.74;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_77;Безымянный район №2 (Новосибирский округ);Новосибирский округ;район;286.042;0.0;0.0;0.0;38.45;0.0;0.0;61.55;62.19;89.78;89.78;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_78;Кочковский;Каменский округ;район;225.343;0.0;4.44;0.0;13.31;6.81;0.0;75.44;82.64;84.78;84.78;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_79;Безымянный район №1 (Омский округ);Омский округ;район;472.59;0.0;8.46;0.0;44.44;0.0;0.0;47.1;70.02;78.66;79.37;1.84;2.12;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_80;Безымянный район №2 (Омский округ);Омский округ;район;585.696;0.0;6.11;0.0;44.38;0.0;0.0;49.51;67.59;79.48;79.48;4.33;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_81;Безымянный район №1 (Каинский округ);Каинский округ;район;329.639;0.0;6.07;0.0;21.12;45.5;12.13;15.17;43.3;79.26;79.26;0.0;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_82;Безымянный район №3 (Новосибирский округ);Новосибирский округ;район;239.479;0.0;33.41;0.0;24.84;0.0;0.0;41.76;60.08;79.66;79.66;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_83;Безымянный район №4 (Кузнецкий округ);Кузнецкий округ;район;497.623;0.0;26.11;0.0;57.81;0.0;0.0;16.08;63.55;21.94;64.31;5.58;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_84;Безымянный район №4 (Новосибирский округ);Новосибирский округ;район;460.775;0.0;0.0;0.0;58.58;0.0;0.0;41.42;52.14;69.56;70.43;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_85;Безымянный район №2 (Каинский округ);Каинский округ;район;446.325;0.0;8.96;10.38;38.09;17.92;0.0;24.65;41.29;58.79;59.35;0.75;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_86;Безымянный район №5 (Новосибирский округ);Новосибирский округ;район;307.788;0.0;5.81;0.0;22.72;22.74;0.0;48.74;57.23;73.39;76.89;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_87;Безымянный район №3 (Омский округ);Омский округ;район;696.515;0.0;0.0;0.0;45.92;0.0;0.0;54.08;75.31;90.36;91.02;2.47;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_88;Безымянный район №6 (Новосибирский округ);Новосибирский округ;район;311.565;0.0;19.26;0.0;9.63;6.41;0.0;64.7;57.06;70.99;70.99;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_89;Безымянный район №5 (Кузнецкий округ);Кузнецкий округ;район;402.114;0.0;15.45;0.0;32.33;0.0;0.0;52.22;49.48;26.86;59.83;3.03;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_90;Безымянный район №7 (Новосибирский округ);Новосибирский округ;район;304.395;0.0;29.57;0.0;31.01;0.0;0.0;39.42;43.96;77.06;77.06;4.15;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_91;Безымянный район №3 (Каинский округ);Каинский округ;район;374.956;0.0;10.67;10.67;8.0;49.33;0.0;21.34;70.43;86.18;87.18;0.0;0.0;watershed_endo;водораздел бессточных областей
1930;adm_1930_92;Безымянный район №6 (Кузнецкий округ);Кузнецкий округ;район;320.131;0.0;3.12;0.0;37.54;0.0;0.0;59.34;30.43;37.62;37.62;5.21;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_93;Безымянный район №4 (Каинский округ);Каинский округ;район;407.999;0.0;0.0;0.0;44.12;0.0;4.9;50.98;60.04;78.85;78.85;1.18;4.9;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_94;Безымянный район №4 (Омский округ);Омский округ;район;406.576;0.0;28.69;0.0;49.19;0.0;0.0;22.12;48.61;73.85;73.85;7.7;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_95;Безымянный район №5 (Омский округ);Омский округ;район;505.995;0.0;0.0;0.0;78.28;0.0;0.0;21.72;51.8;71.42;71.42;1.6;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_96;Безымянный район №6 (Омский округ);Омский округ;район;374.275;0.0;10.69;0.0;42.75;0.0;0.0;46.56;59.96;79.35;80.5;1.18;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_97;Безымянный район №7 (Кузнецкий округ);Кузнецкий округ;район;448.484;0.0;6.68;0.0;73.25;0.0;0.0;20.07;66.4;14.55;68.18;0.0;4.46;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_98;Безымянный район №8 (Новосибирский округ);Новосибирский округ;район;415.4;0.0;27.81;2.39;38.52;0.0;0.0;31.29;40.06;72.07;72.07;5.84;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_99;Безымянный район №9 (Новосибирский округ);Новосибирский округ;район;369.783;0.0;13.52;0.0;32.4;0.0;0.0;54.08;46.55;65.64;65.64;2.31;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_100;Безымянный район №10 (Новосибирский округ);Новосибирский округ;район;358.538;0.0;13.95;0.0;30.31;5.58;0.0;50.16;49.33;73.64;73.64;2.65;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_101;Безымянный район №5 (Каинский округ);Каинский округ;район;292.213;0.0;0.0;13.68;21.31;27.38;0.0;37.63;74.38;86.97;86.97;1.56;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_102;Безымянный район №7 (Омский округ);Омский округ;район;375.351;0.0;21.31;0.0;18.65;0.0;38.72;21.31;48.52;84.31;84.31;8.48;0.0;wetland;болото / заболоченный массив
1930;adm_1930_103;Безымянный район №8 (Кузнецкий округ);Кузнецкий округ;район;296.272;0.0;6.75;0.0;20.25;0.0;0.0;73.0;34.44;28.66;45.72;9.27;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_104;Безымянный район №8 (Омский округ);Омский округ;район;495.278;0.0;55.58;0.0;28.26;0.0;2.02;14.13;66.13;79.83;79.83;4.3;0.0;river;река
1930;adm_1930_105;Безымянный район №1 (Ишимский округ);Ишимский округ;район;237.739;0.0;16.83;0.0;57.96;0.0;0.0;25.22;71.59;85.15;85.15;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_106;Безымянный район №11 (Новосибирский округ);Новосибирский округ;район;438.636;0.0;13.68;0.0;15.67;6.84;0.0;63.81;52.73;68.33;69.24;1.95;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_107;Безымянный район №6 (Каинский округ);Каинский округ;район;469.465;0.0;10.28;25.55;25.54;4.26;13.06;21.3;55.03;78.49;81.34;4.18;0.0;lake;озеро / водная гладь
1930;adm_1930_108;Безымянный район №2 (Ишимский округ);Ишимский округ;район;248.745;0.0;0.0;36.18;12.06;0.0;4.02;47.74;87.49;46.22;87.49;0.0;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_109;Безымянный район №7 (Каинский округ);Каинский округ;район;433.404;0.0;2.31;11.54;35.41;0.0;13.84;36.91;46.3;67.06;68.11;1.84;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_110;Безымянный район №9 (Омский округ);Омский округ;район;302.068;0.0;26.48;0.0;39.73;0.0;0.0;33.79;38.91;68.46;68.46;0.0;0.0;watershed_flowing;водораздел сточных бассейнов
1930;adm_1930_111;Безымянный район №9 (Кузнецкий округ);Кузнецкий округ;район;438.651;0.0;22.37;0.0;29.64;0.0;0.0;47.99;37.44;26.84;43.12;6.15;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_112;Безымянный район №8 (Каинский округ);Каинский округ;район;454.678;0.0;8.8;0.0;23.02;0.0;0.0;68.18;47.93;79.38;79.38;1.82;0.0;unexplained_physical;не объяснено природными рубежами
1930;adm_1930_113;Безымянный район №12 (Новосибирский округ);Новосибирский округ;район;347.782;0.0;34.5;0.0;31.63;0.0;0.0;33.87;34.99;73.62;73.62;3.99;0.0;river;река
1930;adm_1930_114;Безымянный район №13 (Новосибирский округ);Новосибирский округ;район;366.891;0.0;35.42;0.0;29.14;0.0;5.45;29.98;44.48;65.91;65.91;0.0;0.0;river;река
